"Noncode_id","Lncbook_id","UID","target","gene_name","ensembl_id","num_id","PMID","NCBI_id","reason_summary","Organism","Alias","chr","start","end","strand","cancer_related","disease_related","vivo","vitro"
"NONHSAG016118.2","HSALNG0104257","ELH000701","N.A.","FAM30A","ENSG00000226777.7","2618","31228314","9834","[Literature] lncRNA KIAA0125 functions as a tumor suppressor modulating growth and metastasis of colorectal cancer via Wnt/β-catenin pathway.overexpression of KIAA0125 suppressed cell proliferation, migration, and invasion whereas the reversal effects were seen in silencing experiment.","Human","N.A.","chr14","105917979","105932642","+","2","0","0","0"
"N.A.","HSALNG0104546","ELH000788","N.A.","SNHG14","ENSG00000224078.15","2619","31692034","104472715","[Literature] Overexpression of SNHG14 inhibited cell growth, induced cell apoptosis, suppressed migration and invasion by inhibiting epithelial-mesenchymal transition process.","Human","N.A.","chr15","24978583","25420336","+","2","0","0","0"
"NONHSAG016741.3","HSALNG0105564","ELH000808","N.A.","EIF3J-DT","ENSG00000179523.5","2620","31709617","645212","[Literature] H3K27 acetylation‐induced lncRNA EIF3J‐AS1 improved proliferation and impeded apoptosis of colorectal cancer through miR‐3163/YAP1 axis. The silence of EIF3J‐AS1 led to reduced proliferation and facilitated apoptosis of colorectal cancer cells.","Human","N.A.","chr15","44524059","44537461","-","1","0","0","0"
"NONHSAG017288.3","HSALNG0106856","ELH000825","N.A.","DRAIC","ENSG00000245750.9","2621","32351584","145837","[Literature] LncRNA DRAIC inhibits proliferation and metastasis of gastric cancer cells through interfering with NFRKB deubiquitination mediated by UCHL5.","Human","N.A.","chr15","69462921","69857307","+","2","0","0","0"
"NONHSAG017379.2","HSALNG0107117","ELH000837","N.A.","NPTN-IT1","ENSG00000281183.1","2622","29432996","101241892","[Literature] LncRNA-LET inhibits cell viability, migration and EMT while induces apoptosis by up-regulation of TIMP2 in human granulosa-like tumor cell line KGN.","Human","N.A.","chr15","73566938","73569543","-","2","0","0","0"
"NONHSAG017783.2","HSALNG0144434","ELH000847","N.A.","LINC00052","N.A.","2623","27351280","145978","[Literature] LINC00052 is one of the tumor  suppressor lncRNAs as its upregulation inhibit cell invasion and proliferation abilities of HCC cells which is achieved through regulating NTRK3 expression by establishing complementary base pairing with miR-128 and miR-485-3p.","Human","N.A.","chr15","87576929","87579866","+","2","0","0","0"
"NONHSAG018058.2","HSALNG0108520","ELH000858","N.A.","LUNAR1","ENSG00000278090.3","2624","26796267","104564224","[Literature] LUNAR1 knockdown significantly repressed cell proliferation of DLBCL by regulating E2F1, cyclin D1 and p21.","Human","N.A.","chr15","99014526","99043479","+","1","0","0","0"
"NONHSAG020053.2","HSALNG0112863","ELH000966","N.A.","WWOX-AS1","ENSG00000260969.2","2625","28280357","102724047","[Literature] A new tumor suppressor lncRNA RP11-190D6.2 inhibits the proliferation, migration, and invasion of epithelial ovarian cancer cells.","Human","N.A.","chr16","78219525","78242767","-","2","0","0","0"
"NONHSAG020218.3","HSALNG0113304","ELH000985","N.A.","FENDRR","ENSG00000268388.6","2626","32134466","400550","[Literature] Long non-coding RNA FENDRR inhibits migration and invasion of cutaneous malignant melanoma cells.FENDRR mediated the metastasis phenotype of MM(malignant melanoma) cells by inhibiting the expressions of MMP2 and MMP9 and antagonizing the JNK/c-Jun pathway.","Human","N.A.","chr16","86473638","86510614","-","2","0","0","0"
"NONHSAG020474.3","HSALNG0113835","ELH001027","N.A.","MIR22HG","ENSG00000186594.14","2627","30856284","84981","[Literature] Long non‐coding RNA MIR22HG inhibits cell proliferation and migration in cholangiocarcinoma by negatively regulating the Wnt/β‐catenin signaling pathway.","Human","N.A.","chr17","1710720","1717276","-","2","0","0","0"
"N.A.","HSALNG0114218","ELH001166","N.A.","PRAL","N.A.","2628","27275496","109245082","[Literature] PRAL is a tumor suppressor lncRNA present on chromosome 17p13.1 usually in low levels in HCC patients and its overexpression inhibits tumor growth. This occurs due to the binding of PRAL to HSP90 which enhances its binding to p53,opposes MDM2 induced p53 degradation hence promoting HCC cell apoptosis.","Human","N.A.","chr17","6762063","6776116","-","2","0","0","0"
"NONHSAG021780.2","HSALNG0141637","ELH001092","N.A.","LINC00974","N.A.","2629","31596614","147093","[Literature] LncRNA LINC00974 Upregulates CDK6 to Promote Cell Cycle Progression in Gastric Carcinoma.","Human","N.A.","chr17","41549606","41554495","-","1","0","0","0"
"NONHSAG022655.3","HSALNG0118540","ELH001172","N.A.","LINC00673","ENSG00000227036.8","2630","27027352","100499467","[Literature] Linc00673 knockdown significantly inhibited cell proliferation and colony-forming ability, and suppressed S-phase entry in vitro and shRNA linc00673 mediated knockdown significantly inhibit tumor growth in vivo, meanwhile, linc00673 overexpression increased tumor cell growth. linc00673 could modulate the transcription of a large amount of genes including oncogene and tumor suppressor gene.","Human","N.A.","chr17","72283715","72640472","-","1","0","0","0"
"NONHSAG022845.2","HSALNG0118895","ELH001201","N.A.","SNHG20","ENSG00000234912.12","2631","30780105","654434","[Literature] SNHG20 knockdown suppresses proliferation, migration and invasion, and promotes apoptosis in non-small cell lung cancer through acting as a miR-154 sponge.","Human","N.A.","chr17","77086716","77099902","+","1","0","0","0"
"NONHSAG075363.2","HSALNG0119710","ELH001258","N.A.","GAPLINC","ENSG00000266835.6","2632","30657584","100505592","[Literature] GAPLINC expression was significantly up-regulated in both GBM tissues and cell lines. The overexpression of GAPLINC was associated with shorter overall survival and disease-free survival. Functional assays indicated that GAPLINC silencing suppressed GBM cells proliferation, migration, and invasion, and promoted apoptosis. In the mechanism,GAPLINC acted as a competing endogenous RNA to sponge miR-331-3p and knockdown of GAPLINC promoted the expression of miR-331-3p.","Human","N.A.","chr18","3458907","3486921","+","1","0","0","0"
"NONHSAG023930.2","HSALNG0121746","ELH001268","N.A.","LINC-ROR","ENSG00000258609.3","2633","26898939","100885779","[Literature] LincRNA-ROR promotes invasion, metastasis and tumor growth in pancreatic cancer through activating ZEB1 pathway.","Human","N.A.","chr18","57054558","57072314","-","1","0","0","0"
"NONHSAG024117.2","HSALNG0122284","ELH001272","N.A.","LIVAR","ENSG00000266304.1","2634","28073183","102724895","[Literature] knockdown of lnc18q22.1 resulted phenotypes ranging from reduced cell growth to lethality.","Human","N.A.","chr18","70335319","70357451","-","0","0","1","0"
"NONHSAG024540.3","HSALNG0123415","ELH001381","N.A.","MIR7-3HG","ENSG00000176840.12","2635","32035086","284424","[Literature] LncRNA MIR7-3HG executes a positive role in retinoblastoma progression via modulating miR-27a-3p/PEG10 axis. Knockdown of MIR7-3HG reduced the activity of Rb cells and increased the apoptosis of Rb cells, and vice versa.","Human","N.A.","chr19","4758238","4785077","+","1","0","0","0"
"NONHSAG025011.3","HSALNG0124349","ELH001314","N.A.","UCA1","ENSG00000268087.1","2636","31272462","652995","[Literature] The lncRNA UCA1 promotes proliferation,migration, immune escape and inhibits apoptosis in gastric cancer by sponging anti-tumor miRNAs.","Human","N.A.","chr19","14939434","16646132","+","1","0","0","0"
"NONHSAG025485.3","HSALNG0125425","ELH001337","N.A.","CEBPA-DT","ENSG00000267130.1","2637","29281558","80054","[Literature] Silence of CEBPA-AS1 inhibited OSCC(Oral squamous cell carcinoma)cells proliferation and induced cells apoptosis, migration and invasion by targeting CEBPA and via a novel pathway CEBPA/Bcl2.","Human","N.A.","chr19","33302716","33313294","+","1","0","0","0"
"NONHSAG026631.3","HSALNG0127764","ELH001404","N.A.","ZNF667-AS1","ENSG00000166770.11","2638","30684967","100128252","[Literature] Aberrant methylation and downregulation of ZNF667-AS1 and ZNF667 promote the malignant progression of laryngeal squamous cell carcinoma.Overexpression of ZNF667-AS1 reduced the proliferation, migration, and invasion ability of AMC-HN-8 and TU177 cells.","Human","N.A.","chr19","56477250","56504362","+","2","0","0","0"
"NONHSAG026721.3","HSALNG0127948","ELH001406","N.A.","A1BG-AS1","ENSG00000268895.6","2639","30556161","503538","[Literature] lncRNA A1BG-AS1 suppresses proliferation and invasion of hepatocellular carcinoma cells by targeting miR-216a-5p.","Human","N.A.","chr19","58347316","58361827","+","2","0","0","0"
"NONHSAG031452.2","HSALNG0129180","ELH001638","N.A.","LINC00261","ENSG00000259974.3","2640","30796052","140828","[Literature] LINC00261 as a tumor suppressor that blocks cellular proliferation by activating the DNA damage response and suggest that epigenetic therapy to inhibit DNA methylation may enhance treatment of LUAD.","Human","N.A.","chr20","22534664","22578962","-","2","0","0","0"
"NONHSAG031453.2","HSALNG0129184","ELH001639","N.A.","LNCNEF","ENSG00000237396.1","2641","30839051","101929685","[Literature] LncRNA NEF overexpression inhibited the migration and invasion of triple-negative breast cancer cells.","Human","N.A.","chr20","22587522","22607971","-","2","0","0","0"
"NONHSAG031696.3","HSALNG0129818","ELH001648","N.A.","NORAD","ENSG00000260032.2","2642","33309645","647979","[Literature] LncRNA NORAD promotes proliferation, migration and angiogenesis of hepatocellular carcinoma cells through targeting miR-211-5p/FOXD1/VEGF-A axis.","Human","N.A.","chr20","36045299","36063610","-","1","0","0","0"
"NONHSAG081583.2","HSALNG0130661","ELH001663","N.A.","ZFAS1","ENSG00000177410.13","2643","27574442","441951","[Literature] ZNFX1-AS1 is significantly downregulated in HCC  and its overexpression suppressed cell proliferation,  colony formation and promoted cell apoptosis.","Human","N.A.","chr20","49276739","49361131","+","2","0","0","0"
"NONHSAG031991.2","HSALNG0130723","ELH001665","N.A.","TRERNA1","N.A.","2644","26608035","100887755","[Literature] Suppression of treRNA by miR-190a significantly inhibited migration of HCC cells. This lead to reduced expression of Vimentin and SNAI1 (mesenchymal markers), as well as induced expression of E-cadherin and Claudin-1 (epithelial markers).","Human","N.A.","chr20","50040281","50041668","-","2","0","0","0"
"NONHSAG032126.3","HSALNG0131196","ELH001670","N.A.","NKILA","ENSG00000278709.2","2645","30171719","105416157","[Literature] NKILA-inhibited rectal cancer cell proliferation, migration, and invasion via suppressing NF-κB signaling.","Human","N.A.","chr20","57709960","57718381","+","2","0","0","0"
"NONHSAG083289.2","HSALNG0132026","ELH001684","N.A.","MIR99AHG","ENSG00000215386.13","2646","33139730","388815","[Literature] LncRNA DILA1 inhibits Cyclin D1 degradation and contributes to tamoxifen resistance in breast cancer.Knocking down DILA1 decreases Cyclin D1 protein expression, inhibits cancer cell growth and restores tamoxifen sensitivity both in vitro and in vivo.","Human","N.A.","chr21","15928246","16646424","+","1","0","0","0"
"NONHSAG032560.3","HSALNG0132382","ELH001686","N.A.","MIR155HG","ENSG00000234883.6","2647","31161625","114614","[Literature] the expression of MIR155HG was remarkably strong in PC tumor tissue and cell lines against adjacent normal tissue and cells. knockdown of MIR115HG strongly inhibited the cell proliferation, induced the cell cycle arrest, and further promoted the cell apoptosis in PC cells. The expression of miR-802 inhibitor partially reversed the knocking down effect of MIR115HG.","Human","N.A.","chr21","25560399","26043732","+","1","0","0","0"
"NONHSAG082891.2","HSALNG0132868","ELH001699","N.A.","LINC01426","ENSG00000234380.2","2648","30338804","100506385","[Literature] In vitro assay revealed that knockdown of LINC01426 suppressed glioma cells proliferation, migration and invasion, and induced apoptosis.","Human","N.A.","chr21","34745709","34787307","+","1","0","0","0"
"NONHSAG033027.3","HSALNG0133533","ELH001710","N.A.","TRPM2-AS","ENSG00000230061.2","2649","31637708","101928607","[Literature] downregulation of TRPM2-AS inhibited the cell proliferation, migration, and invasion significantly (p < .05). TRPM2-AS inhibits the growth, migration, and invasion of gliomas through JNK, c-Jun, and RGS4.","Human","N.A.","chr21","44414588","44425563","-","1","0","0","0"
"NONHSAG033061.2","HSALNG0133591","ELH001711","N.A.","PICSAR","ENSG00000275874.1","2650","26539909","378825","[Literature] Narcolepsy candidate-region 1 gene (NLC1-C) is an lncRNA expressing in the cytoplasm of spermatogonia and early spermatocytes. It was found that the over-expression of NLC1-C promoted cell growth whereas its loss inhibited cell growth and promoted apoptosis.","Human","N.A.","chr21","44999208","45004728","-","0","0","1","0"
"NONHSAG033121.3","HSALNG0133721","ELH001716","N.A.","MCM3AP-AS1","ENSG00000215424.10","2651","31985002","114044","[Literature] LncRNA MCM3AP-AS1 inhibits cell proliferation in cervical squamous cell carcinoma by down-regulating miRNA-93.","Human","N.A.","chr21","46229196","46259390","+","2","0","0","0"
"NONHSAG033254.3","HSALNG0133982","ELH001728","N.A.","DGCR5","ENSG00000273164.1","2652","33085646","26220","[Literature] LncRNA DGCR5 plays a tumor-suppressive role in glioma via the miR-21/Smad7 and miR-23a/PTEN axes.","Human","N.A.","chr22","18970467","19031605","+","2","0","0","0"
"NONHSAG083615.1","HSALNG0134402","ELH001750","N.A.","PCAT14","ENSG00000280623.1","2653","28415780","101978785","[Literature] Long noncoding RNA PCAT-14 induces proliferation and invasion by  hepatocellular carcinoma cells by inducing methylation of miR-372.","Human","N.A.","chr22","23490593","23548338","+","1","0","0","0"
"NONHSAG033589.3","HSALNG0134655","ELH001754","N.A.","MIAT","ENSG00000225783.8","2654","32239132","440823","[Literature] Knocking down MIAT resulted in decreased cell proliferation, migration and invasion of cervical cancer cells, as well as suppression of tumor growth.","Human","N.A.","chr22","26645240","26968763","+","1","0","0","0"
"NONHSAG033691.3","HSALNG0134930","ELH001761","N.A.","TUG1","ENSG00000253352.9","2655","26336870","55000","[Literature] knockdown of TUG1 could impair HCC cells proliferation, invasion and induce cell apoptosis both in vitro and vivo.","Human","N.A.","chr22","30969211","30979460","+","1","0","0","0"
"NONHSAG103259.2","HSALNG0151029","ELH002623","N.A.","ASMTL-AS1","N.A.","2656","31953163","80161","[Literature] Long non-coding RNA ASMTL-AS1 inhibits tumor growth and glycolysis by regulating the miR-93-3p/miR-660/FOXO1 axis in papillary thyroid carcinoma.","Human","N.A.","chrX","1401769","1414028","+","2","0","0","0"
"NONHSAG054360.3","HSALNG0137651","ELH002663","N.A.","ZNF674-AS1","ENSG00000230844.3","2657","27896271","401588","[Literature] lncRNA ZNF674-AS1 is found to be downregulated in HCC patients with significant relation to poor  prognosis in patients;low ZNF674-AS1 expression was significantly associated with clinical stage, histopathologic grading, and cancer distal metastasis. The Kaplan–Meier analysis showed that patients with low levels of ZNF674-AS1 expression tended to live a shorter life than those with high levels.ZNF674-AS1 may be a tumor suppressor gene.","Human","N.A.","chrX","46545221","46559681","+","2","0","0","0"
"NONHSAG054780.3","HSALNG0138602","ELH002676","N.A.","XIST","ENSG00000229807.12","2658","33400246","7503","[Literature] Upregulation of long noncoding RNA XIST has anticancer effects on ovarian cancer through sponging miR-106a.","Human","N.A.","chrX","73817775","73852753","-","2","0","0","0"
"NONHSAG054791.3","HSALNG0138609","ELH002679","N.A.","JPX","ENSG00000225470.8","2659","30556851","554203","[Literature] Long noncoding RNA-JPX predicts the poor prognosis of ovarian cancer patients and promotes tumor cell proliferation, invasion and migration by the PI3K/Akt/mTOR signaling pathway.","Human","N.A.","chrX","73944182","74070408","+","1","0","0","0"
"NONHSAG055350.3","HSALNG0140233","ELH002619","N.A.","MIR503HG","ENSG00000223749.11","2660","31062436","84848","[Literature] LncRNA MIR503HG inhibits cell migration and invasion via miR-103/OLFM4 axis in triple negative breast cancer.","Human","N.A.","chrX","134540009","134549644","-","2","0","0","0"
"NONHSAG055418.2","HSALNG0140390","ELH002622","N.A.","FGF13-AS1","ENSG00000226031.5","2661","30771425","100129662","[Literature] Long non-coding RNA FGF13-AS1 inhibits glycolysis and stemness properties of breast cancer cells through FGF13-AS1/IGF2BPs/Myc feedback loop.","Human","N.A.","chrX","138711452","138725006","+","2","0","0","0"
"NONHSAG000195.3","HSALNG0000343","ELH000192","N.A.","TP73-AS1","N.A.","2662","34007135","57212","[Literature] TP73-AS1 could promote tumor growth and nvasion by acting as a ceRNA to promote GOLM1 expression by sponging miR-128-3p in PC pancreatic cancer).TP73-AS1 silencing inhibited PC cell proliferation, migration, and invasion in vitro as well as suppressed tumor growth in vivo.","Human","N.A.","chr1","3734286","3747375","-","1","0","0","0"
"NONHSAG014098.2","HSALNG0099020","ELH000640","N.A.","FGF14‐AS2","ENSG00000272143.1","2663","31486497","283481","[Literature] Long non-coding RNA FGF14-AS2 represses proliferation, migration, invasion, and induces apoptosis in breast cancer by sponging miR-205-5p.the overexpression of FGF14-AS2 or miR-205-5p knockdown suppressed proliferation, migration, and invasion, and induced apoptosis of breast cancer cells.","Human","N.A.","chr13","102394578","102395705","+","2","0","0","0"
"NONHSAG068618.1","HSALNG0099719","ELH000702","N.A.","LNCRNA-ATB","N.A.","2664","24768205","114004396","[Literature] lncRNA-ATB enhanced the expression of ZEB1 and ZEB2 by competitive binding to the miR-200 family and hence,induced EMT and invasion. Furthermore, lncRNA-ATB stimulated organ colonization of disseminated tumor cells by binding IL-11 mRNA, autocrine induction of IL-11, and triggering STAT3 signalling. Generally, lncRNA-ATB promotes the invasion-metastases cascade.","Human","N.A.","chr14","19046682","19129039","+","1","0","0","0"
"NONHSAG016307.3","HSALNG0104546","ELH000787","N.A.","IPW","ENSG00000224078.15","2665","7849716","3653","[Literature] Lack of expression of IPW may contribute to the PWS phenotype directly.Prader-Willi syndrome (PWS) is a neurobehavioural disorder characterized by neonatal respiratory depression, hypotonia and failure to thrive in infancy, followed by hyperphagia and obesity among other symptoms.","Human","N.A.","chr15","24978407","25419462","+","0","0","1","0"
"NONHSAG072176.2","HSALNG0111608","ELH000942","N.A.","CRNDE","ENSG00000245694.10","2666","30554121","643911","[Literature] Long noncoding RNA CRNDE promotes non-small cell lung cancer progression via sponging microRNA-338-3p.knockdown of CRNDE significantly inhibited NSCLC(non-small cell lung cancer) cell proliferation, colony formation, migration and invasionin vitro, and decreased the xenograft tumor volume and weight in vitro.miR-338-3p is a downstream target of CRNDE and that miR-338-3p inhibition partially reversed the CRNDE depletion-mediated inhibitory effect on cell proliferation, colony formation, migration and invasion in NSCLC cells.","Human","N.A.","chr16","54845189","54930942","-","1","0","0","0"
"NONHSAG029985.2","HSALNG0020769","ELH001498","N.A.","SChLAP1","ENSG00000281131.1","2667","26861061","101669767","[Literature] SChLAP1 was overexpressed in bladder cancer tissues compared to paired normal bladder tissues. Cell growth arrest, apoptosis induction and migration inhibition were also observed in bladder cancer T24 and 5637 cells after transfection with SChLAP1 siRNA.","Human","N.A.","chr2","180678002","180921247","+","1","0","0","0"
"NONHSAG112716.1","N.A.","ELH002016","N.A.","SRA1","N.A.","2668","28085012","10011","[Literature] SRA1 is one of the downregulated RNAs in HCC cells that serves as a tumor suppressive through  its regulation of tumor size and serum glucose levels.","Human","N.A.","chr5","140562443","140592123","-","2","0","0","0"
"NONHSAG091284.1","N.A.","ELH002018","N.A.","SPRY4‐IT1","N.A.","2669","31736268","100642175","[Literature] SPRY4-IT1 promotes proliferation and stemness of breast cancer cells as well as renewal ability and stemness maintenance of BCSCs by increasing the expression of TCF7L2 through targeting miR-6882-3p.SPRY4-IT1 overexpression promoted breast cancer cell proliferation and stemness in vitro and in vivo.SPRY4-IT1 knockdown suppressed BCSC(breast cancer stem cell) renewal ability and stemness maintenance in vivo and in vitro.","Human","N.A.","chr5","142317620","142318322","-","1","0","0","0"
"NONHSAG045383.2","N.A.","ELH002154","N.A.","LINC00473","N.A.","2670","31081095","90632","[Literature] knockdown of LINC00473 resulted in the suppression of tumor cell proliferation, promotion of cells apoptosis, inhibition of cells metastasis.","Human","N.A.","chr6","165901877","165988048","-","1","0","0","0"
"NONHSAG051958.2","N.A.","ELH002545","N.A.","LINC00032","N.A.","2671","17099875","158035","[Literature] An analysis of genome-wide DNA copy number alterations in melanoma tumors revealed the loss of the C9orf14 locus, located proximal to CDKN2A, in approximately one-fourth of tumors. Analysis of gene expression data in cancer cell lines and melanoma tumors suggests a loss of C9orf14 expression in melanoma tumorigenesis. So C9orf14 is a candidate tumor suppressor for nevus development and late stage melanoma at 9p21, a region frequently deleted in different types of human cancers.","Human","N.A.","chr9","27235684","27282793","-","2","0","0","0"
"NONHSAG052119.2","N.A.","ELH002550","N.A.","RMRP","N.A.","2672","31551465","6023","[Literature] RMRP was the first non-coding nuclear RNA gene implicated in a disease. Its mutations cause cartilage-hair hypoplasia (CHH), an autosomal recessive skeletal dysplasia with growth failure, immunodeficiency, and a high risk for malignancies.","Human","N.A.","chr9","35657751","35658018","-","0","0","1","0"
"N.A.","N.A.","ELH000310","N.A.","LncRNA-AF113014","N.A.","2673","28542387","-","[Literature] AF113014 acts as a tumor suppressor by regulating the expression of the tumor suppressor gene,Egr2 through interaction with miR-20a causing a decrease in cellular proliferation","Human","N.A.","chr10","63527874","63529035","-","2","0","0","0"
"N.A.","N.A.","ELH001842","N.A.","UC.134","N.A.","2674","28420424","110599565","[Literature] Uc.134 is reported to be significantly downregulated in HCC cells; its overexpression suppresses HCC  by inhibiting cellular invasion and proliferation via repression of CUL4-mediated ubiquitination of LATS1 and activation of YAPS127 phosphorylation.","Human","N.A.","chr3","158526708","158528574","+","2","0","0","0"
"NONHSAG016302.2","HSALNG0104546","ELH000786","N.A.","SNHG14","ENSG00000224078.15","2675","31692034","104472715","[Literature] Overexpression of SNHG14 inhibited cell growth, induced cell apoptosis, suppressed migration and invasion by inhibiting epithelial-mesenchymal transition process.","Human","N.A.","chr15","24823608","25419462","+","2","0","0","0"
"N.A.","N.A.","ELH002682","N.A.","E2F4as","N.A.","2676","33287341","N.A.","[Literature] The knockdown of E2F4as in ovarian cancer cells led to a decrease in cell proliferation, invasion and migration and an increase in apoptosis.","Human","N.A.","N.A.","N.A.","N.A.","N.A.","1","0","0","0"
"N.A.","HSALNG0068717","ELH002410","N.A.","PTCSC1","N.A.","2677","29042961","100302522","[Literature] AK023948 was substantially upregulated in tumor tissues. Meanwhile, higher AK023948 expression correlated with poor survival. Upregulation of AK023948 expression can promote HepG2 and Hep3B proliferation and invasion in in vitro experiments. Furthermore, AK023948 also decreased tumor growth in vivo.","Human","N.A.","chr8","133054959","133057767","+","1","0","0","0"
"N.A.","N.A.","ELH002187","N.A.","TP53COR1","N.A.","2678","30484893","102800311","[Literature] Overexpression of lincRNA-p21 inhibited the GC cell proliferation and increased the radiosensitivity of GC (gastric cancer) cells by regulating the β-catenin signaling pathway.","Human","N.A.","chr6","36663392","36667296","-","2","0","0","0"
"NONHSAG033254.3","HSALNG0133982","ELH001729","DGCR5","DGCR5","ENSG00000273032.4","2713","30395134","26220","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr22","18970514","19031242","+","0","0","0","1"
"NONHSAG037096.3","HSALNG0031897","ELH001863","LINC00885","LINC00885","ENSG00000224652.5","2714","30395134","401109","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr3","196142636","196160890","+","0","0","0","1"
"NONHSAG016623.2","HSALNG0105310","ELH000804","RP11-540O11.1","N.A.","ENSG00000251161.5","2715","30395134","105370943","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","40906811","40909342","+","0","0","0","1"
"NONHSAG020361.2","HSALNG0141629","ELH001011","VPS9D1-AS1","VPS9D1-AS1","ENSG00000261373.1","2716","30395134","100128881","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","89711856","89718165","+","0","0","0","1"
"NONMMUG041781.3","N.A.","ELM000001","N.A.","Fendrr","N.A.","2717","24381249","68790","[Literature] The mouse knock-out model of Fendrr was seen to have defects in lungs, heart and gastrointestinal tract. This gene encodes a spliced long non-coding RNA transcribed from a bidirectional promoter shared with Foxf1 on the opposite strand. The encoded transcript is essential for normal development of the heart and body wall. It is thought to act by binding to polycomb repressive complex 2 (PRC2) and/or TrxG/MLL complexes to promote the methylation of the promoters of target genes, thus reducing their expression. It plays a role in cell fate determination in tissues derived from the lateral plate mesoderm. Knockout models reveal loss of this gene is lethal in mice. Alternatively spliced transcript variants have been identified.","Mouse","Foxf1 adjacent non-coding developmental regulatory RNA;LL66; linc-F; lincFoxf1; linc-Foxf1a; 1110050K14Rik","chr8","121054792.0","121083111.0","-","0","0","1","0"
"NONMMUG026355.2","N.A.","ELM000002","N.A.","Gm38509","N.A.","2718","24381249","102638436","[Literature] peril knockout mice have reduced viability and die shortly after birth.","Mouse","predicted gene, 38509;Peril","chr3","34762518.0","34782392.0","+","0","0","1","0"
"NONMMUG023454.3","N.A.","ELM000003","N.A.","Haglr","N.A.","2719","24381249","102634678","[Literature] Deletion of Mdgt results in viability defects. multicellular organism growth.(GO:0035264)","Mouse","Hoxd antisense growth associated long non-coding RNA;Mdgt; Hoxd-as1; 6720416L17Rik","chr2","74748421.0","74762897.0","-","0","0","1","0"
"NONMMUG000508.2","N.A.","ELM000004","N.A.","Pantr2","N.A.","2720","24381249","66620","[Literature] linc–Brn1b knockout mice exhibit a decrease in proliferation of cortical progenitors in vivo, and that this defect is restricted to a specific subpopulation of progenitors in the SVZ of the developing cortex. Acts upstream of or within cerebellar cortex structural organization; homeostasis of number of cells within a tissue; and regulation of gene expression. Located in cytoplasm and nucleus. Is expressed in brain; cortical layer V; hippocampus CA1; lateral habenular nucleus; and medial habenular nucleus.(GO:0005737,GO:0005634, GO:0021698,GO:0048873,GO:0035264)","Mouse","POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2;Pou3f; linc-; Pou3f3os2; linc-Brn1b; 2610207O16Rik","chr1","42707071.0","42713708.0","-","0","0","1","0"
"NONMMUG034886.3","N.A.","ELM000005","N.A.","Lncpint","N.A.","2721","24070194","232685","[Literature] In mouse cells, Pint promotes cell proliferation and survival by regulating the expression of genes of the TGF-b, MAPK and p53 pathways. Pint is necessary for regulation of normal cell growth and proliferation, and in the presence of DNA damage, Pint acts as a negative regulator of cell cycle arrest and as a pro-survival molecule, modulating the effect of p53 activation through a negative autoregulatory mechanism. Involved in several processes, including adipose tissue development; adult somatic muscle development; and hair follicle development. Orthologous to human LINC-PINT (long intergenic non-protein coding RNA, p53 induced transcript).","Mouse","long non-protein coding RNA, Trp53 induced transcript;P; Li; Lin; Pint; AB04180; Lincpint; MNCb-176; MNCb-1768; linc-Pint","chr6","31063747.0","31220240.0","-","0","0","1","0"
"NONMMUG045568.3","N.A.","ELM000006","N.A.","Tsix","N.A.","2722","11262229","22097","[Literature] Tsix plays a crucial role in maintaining Xist silencing in cis and in regulation of imprinted X-inactivation in the extra-embryonic tissues. Acts upstream of or within epigenetic maintenance of chromatin in transcription-competent conformation; inactivation of paternal X chromosome; and negative regulation of transcription by RNA polymerase II. Is expressed in several structures, including early conceptus; liver; placenta; and retina nuclear layer. Orthologous to human TSIX (TSIX transcript, XIST antisense RNA).(GO:0005515, GO:0032403, GO:0048096, GO:0009048, GO:0060817, GO:0000122)","Mouse","X (inactive)-specific transcript, opposite strand","chrX","103431516.0","103484958.0","+","0","0","1","0"
"NONMMUG002239.2","N.A.","ELM000007","N.A.","Dnm3os","N.A.","2723","18985749","474332","[Literature] Dnm3os,is Required for Normal Growth and Skeletal Development in Mice. Acts upstream of or within bone mineralization and skeletal system development. Is expressed in several structures, including alimentary system; embryo mesenchyme; genitourinary system; heart; and limb.(GO:0003674 ,GO:0005575,GO:0030282, GO:0001501)","Mouse","dynamin 3, opposite strand","chr1","162217622.0","162225550.0","+","0","0","1","0"
"NONMMUG013211.2","N.A.","ELM000008","N.A.","Mir124a-1hg","N.A.","2724","25697062","268755","[Literature] the miR-124 promoted the differentiation of neuronal cells from BMMSCs, and this mechanism was miR-124 reduced the expression of PTBP1, increased the expression of PTBP2. Involved in several processes, including gene silencing by miRNA; long-term synaptic potentiation; and sensory perception of sound.","Mouse","Mir124-1 host gene (non-protein coding);Rn; Rncr3; mir-3078; mir-124-1; A930011O12Rik","chr14","64587286.0","64593961.0","+","0","0","1","0"
